studyName,germplasmDbId,germplasmName,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Ear Height [cm]|G2F:0000005,Grain Moisture [percent]|G2F:0000009,Grain Yield [bu/acre]|G2F:0000012,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 110|COMP:0005283,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 54|COMP:0006948,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 62|COMP:0002928,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 67|COMP:0007188,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 74|COMP:0007758,Mean Pixel Value|Merged 3 Bands NRN|NDVI Vegetative Index Image|day 84|COMP:0007548,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 110|COMP:0005313,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 54|COMP:0006963,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 62|COMP:0002943,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 67|COMP:0007203,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 74|COMP:0007773,Mean Pixel Value|Merged 3 Bands NReN|NDRE Vegetative Index Image|day 84|COMP:0007563
2019_NYH2,47323,PHW65_MoG_0203/PHT69,2019_NYH2_plot_109,1,1,109,11,4,116,22.4,107.758464,0.835063222256653,0.772131834388356,0.884946495163693,0.891038875810729,0.868697335344394,0.771585766690717,0.546613786205733,0.471372852226573,0.596217480365895,0.594976733404441,0.585518183341713,0.472632089632695
2019_NYH2,47386,PHW65_MoG_0421/PHT69,2019_NYH2_plot_11,1,1,11,13,2,149,19.8,167.1377624,0.858904713656668,0.77566089737742,0.85596129720888,0.887130776905378,0.841533601474778,0.762476495577686,0.508959197588688,0.471240355722156,0.577660782234421,0.59285697504499,0.564987430869784,0.463156809488891
2019_NYH2,47358,PHW65_MoG_0315/PHT69,2019_NYH2_plot_110,1,1,110,12,4,142,19.8,205.6950352,0.851983058010111,0.820672788690932,0.902354433948964,0.894073419422582,0.863306184012066,0.831134261629995,0.541783992806327,0.516915640931286,0.621279333670589,0.607562771155231,0.586591754650578,0.523702153052878
2019_NYH2,47339,PHW65_MoG_0262/PHT69,2019_NYH2_plot_111,1,1,111,13,4,126,18.6,192.1600032,0.8443787354514,0.836204570648223,0.889274530596968,0.885697743841126,0.846012736718619,0.831713951617585,0.543084954610592,0.521374014148166,0.615877986401347,0.602730800653595,0.572584548349254,0.518457026120754
2019_NYH2,47362,PHW65_MoG_0327/PHT69,2019_NYH2_plot_112,1,1,112,14,4,142,21.9,170.4023288,0.827317669999426,0.819861424617204,0.88817416256004,0.883738070329674,0.853935310876487,0.81762646409191,0.548196549988211,0.512424536636857,0.611496336958254,0.604011106394527,0.583533098709569,0.511776316335078
2019_NYH2,47272,PHW65_MoG_0117/PHT69,2019_NYH2_plot_113,1,1,113,15,4,130,18.5,199.083636,0.849826352380406,0.859318308050007,0.910105622832335,0.897869121288582,0.865780626780627,0.864683767204894,0.536947242985592,0.539260753855208,0.633486786018755,0.608746705008387,0.590103737221384,0.544895409171705
2019_NYH2,47390,PHW65_MoG_0426/PHT69,2019_NYH2_plot_114,1,1,114,16,4,139,19,194.624208,0.837092728051564,0.834260871003353,0.904850128406078,0.899700608091338,0.868069381598793,0.839823714626129,0.544816653037024,0.518028410492615,0.62168113826667,0.60852987714073,0.586842802078096,0.52175135386172
2019_NYH2,41817,B37/OH43,2019_NYH2_plot_115,1,1,115,17,4,142,23.2,155.6892672,0.844965366061927,0.820227481941599,0.884673925964013,0.891020080849657,0.85066800309048,0.814396961378658,0.538165516450324,0.490995955692301,0.590159864876445,0.591567170841497,0.55485944580175,0.486612456910016
2019_NYH2,47326,PHW65_MoG_0213/PHT69,2019_NYH2_plot_116,1,1,116,18,4,144,20.4,139.844464,0.850570137707341,0.73593117213049,0.868188994933428,0.870191114420452,0.827093179152003,0.739260193009955,0.544235345096765,0.465466781665437,0.599535621954685,0.590698742527888,0.565547176135411,0.467323763003016
2019_NYH2,47420,PHW65_MoG_0560/PHT69,2019_NYH2_plot_117,1,1,117,19,4,162,19.3,150.3515244,0.842802067203222,0.820504233182695,0.898436085639629,0.88982151835093,0.845357914475562,0.831908388398886,0.534392551950907,0.532317038715395,0.633900567650178,0.621337826797386,0.582725938608292,0.53873255688514
2019_NYH2,47351,PHW65_MoG_0306/PHT69,2019_NYH2_plot_118,1,1,118,20,4,142,20,182.54304,0.846151988586716,0.840692993300504,0.897249495768615,0.891701055200265,0.845442265795207,0.845479663739174,0.53248242093791,0.52918780501587,0.628515445768268,0.611120003030985,0.580513323278029,0.531377110268893
2019_NYH2,47220,PHW65_MoG_0012/PHT69,2019_NYH2_plot_119,1,1,119,21,4,132,19.5,225.772876,0.850487424088908,0.822563947332775,0.897305407430137,0.895047057883781,0.871584548349254,0.822116668463523,0.540168868327311,0.522849509181933,0.627706548571776,0.611037654138259,0.602439919557567,0.520852925972306
2019_NYH2,47373,PHW65_MoG_0359/PHT69,2019_NYH2_plot_12,1,1,12,14,2,144,20.7,146.0747236,0.855795752165019,0.768436984267837,0.857360750588125,0.879010920824026,0.831239148650913,0.760772150394064,0.503312113275599,0.471977895909527,0.569377845597565,0.591905094316208,0.556041059158706,0.467076488003914
2019_NYH2,41801,PHW52/PHM49,2019_NYH2_plot_120,1,1,120,22,4,,,,0.803239841484583,0.574505242672284,0.840063940421791,0.866067892514473,0.841514831573655,0.580901081707179,0.534830563344444,0.34814509195755,0.521119689945624,0.516829466121399,0.52141628959276,0.351045908282952
2019_NYH2,47380,PHW65_MoG_0392/PHT69,2019_NYH2_plot_121,1,1,121,23,4,132,20.2,180.2397912,0.847982692589548,0.795244060933574,0.88666625080573,0.890847010583129,0.866124685771745,0.801626292699513,0.541279448405947,0.498649764256585,0.598430956688083,0.601769075710802,0.589295961119491,0.50126070165836
2019_NYH2,47385,PHW65_MoG_0420/PHT69,2019_NYH2_plot_122,1,1,122,24,4,126,19.9,180.0747324,0.854618916437098,0.827925364791936,0.910652693739214,0.902566826643903,0.872307524719289,0.839840024547814,0.563480415987494,0.531222023200447,0.648956674221474,0.63149085021445,0.61111278699514,0.537727613250291
2019_NYH2,47436,PHW65_MoG_0675/PHT69,2019_NYH2_plot_123,1,1,123,25,4,153,19.3,146.6160828,0.825818883939666,0.820604545215802,0.901111041800955,0.899360344824886,0.855706487919982,0.815990446224178,0.518435195982845,0.502752921272837,0.602557960617969,0.588519881153196,0.554816346133768,0.498605385782625
2019_NYH2,47372,PHW65_MoG_0354/PHT69,2019_NYH2_plot_124,1,1,124,26,4,135,19.8,139.0424192,0.814071256061736,0.782408090826913,0.873967429915714,0.873230604596427,0.84756628121334,0.774379739207117,0.503062697942355,0.479205679170019,0.579252673859619,0.570108612868232,0.548874643874644,0.473702186358824
2019_NYH2,47389,PHW65_MoG_0424/PHT69,2019_NYH2_plot_125,1,1,125,27,4,125,20.1,209.8007808,0.849112948532876,0.82675456912223,0.899568761274271,0.892179487179487,0.855618233618234,0.824407592969634,0.537803483207493,0.504309949185269,0.61569883751258,0.603452897184515,0.573179822356293,0.503754972286289
2019_NYH2,47410,PHW65_MoG_0517/PHT69,2019_NYH2_plot_126,1,1,126,28,4,132,22.8,103.8732176,0.839895399417262,0.695523976090753,0.864492268452096,0.85712133243744,0.846468912351265,0.697651110771152,0.557484502146346,0.424712194570666,0.575858718177975,0.56585801346659,0.560012904307022,0.425519000740101
2019_NYH2,42025,F42/MO17,2019_NYH2_plot_127,1,1,127,29,4,152,23.4,179.2170368,0.850264772792445,0.830713487334907,0.888584062822725,0.896155520451802,0.863836098541981,0.828170552021739,0.528838631975377,0.511698000350066,0.605861975755307,0.615800091084188,0.587595441595442,0.51024180149996
2019_NYH2,47349,PHW65_MoG_0297/PHT69,2019_NYH2_plot_128,1,1,128,30,4,157,21.3,184.8754292,0.850446131003588,0.844807225018867,0.908589330394583,0.910117521367521,0.873579185520362,0.844133956980508,0.548156403933039,0.532348379927186,0.623711281614095,0.628098919054801,0.599547511312217,0.52981688657417
2019_NYH2,47363,PHW65_MoG_0329/PHT69,2019_NYH2_plot_129,1,1,129,31,4,147,19.4,202.0574296,0.850747162693482,0.840287165197391,0.917118506785204,0.905434354821624,0.868139601139601,0.850994490563743,0.539965716543361,0.529692074207379,0.635983419167752,0.622959246398192,0.591853527735881,0.534680145849401
2019_NYH2,47297,PHW65_MoG_0155/PHT69,2019_NYH2_plot_13,1,1,13,15,2,154,20,147.36416,0.854781981501075,0.810866661980741,0.892540009287561,0.884113089280764,0.849696088872184,0.817533165811087,0.498467658656397,0.505795663313473,0.596446329680688,0.594181080052438,0.558137025204118,0.509108953041247
2019_NYH2,47279,PHW65_MoG_0126/PHT69,2019_NYH2_plot_130,1,1,130,32,4,154,19.6,159.9422928,0.85383752593567,0.805053081892067,0.891095888517539,0.890647000872399,0.851067705714764,0.811976181985553,0.572608246669272,0.514132063171793,0.61851853387626,0.618544674839342,0.586212837271661,0.517771180091944
2019_NYH2,47280,PHW65_MoG_0127/PHT69,2019_NYH2_plot_131,1,1,131,33,4,154,19.5,172.674754,0.841607399737487,0.841105354772822,0.893554848591964,0.886701785884116,0.846943187531423,0.835937530235554,0.532487976560276,0.528562923025399,0.608155448817915,0.607692051938091,0.566291771409418,0.52659761211689
2019_NYH2,47369,PHW65_MoG_0343/PHT69,2019_NYH2_plot_132,1,1,132,34,4,130,21.4,169.2606984,0.832393023507746,0.778922012429179,0.891269969988703,0.882348712310229,0.844067907035019,0.775999065968054,0.551903114186851,0.490017055641812,0.613856763631575,0.606224264607992,0.573450437469983,0.488410083721489
2019_NYH2,47243,PHW65_MoG_0055/PHT69,2019_NYH2_plot_133,1,1,133,35,4,148,18.7,155.9168148,0.825784869773545,0.73323533558355,0.880830751530022,0.881123536602622,0.848968158203452,0.742215329667747,0.546724495664414,0.453666553326533,0.596433299371357,0.594819026234257,0.565528741411094,0.459577241301145
2019_NYH2,47402,PHW65_MoG_0463/PHT69,2019_NYH2_plot_134,1,1,134,36,4,145,21.7,125.8638048,0.827204794087462,0.726775793609775,0.844136721374014,0.865649859272729,0.817719586101939,0.731242484305156,0.547087738028285,0.456956739257171,0.560708569343429,0.57718479675599,0.545360292419116,0.45931213596393
2019_NYH2,47313,PHW65_MoG_0183/PHT69,2019_NYH2_plot_135,1,1,135,37,4,136,19.9,198.9501372,0.848744830398848,0.834163706953225,0.895804203536765,0.889042757763226,0.844880174291939,0.834577448630658,0.533051546260363,0.519737670846788,0.614930351105619,0.608002727886375,0.570434724317077,0.519598167759984
2019_NYH2,47311,PHW65_MoG_0180/PHT69,2019_NYH2_plot_136,1,1,136,38,4,146,20.5,146.944938,0.824536631682247,0.781242622524831,0.842738998745486,0.839370286576169,0.775716775599129,0.769902389265307,0.536051157544591,0.496513685130051,0.582159011359935,0.573211098541981,0.528841461370873,0.491688159826175
2019_NYH2,47337,PHW65_MoG_0250/PHT69,2019_NYH2_plot_137,1,1,137,39,4,138,19.5,215.271812,0.848979284198784,0.83825547419024,0.901948447105954,0.89622170726408,0.857618568795039,0.847961674448434,0.539701956764511,0.536340855248063,0.634626660844614,0.615083015737152,0.590148986090163,0.541154079000838
2019_NYH2,47282,PHW65_MoG_0129/PHT69,2019_NYH2_plot_138,1,1,138,40,4,158,21,155.245744,0.84329452548,0.810319373409025,0.881844445129195,0.882782562661617,0.847520529579353,0.812342878784109,0.529516399344918,0.510861149126833,0.608855883893631,0.59867777448866,0.574158035863918,0.511266285733242
2019_NYH2,47225,PHW65_MoG_0018/PHT69,2019_NYH2_plot_139,1,1,139,41,4,137,20.9,192.8049844,0.840602573170965,0.837593529012083,0.880063055815869,0.869703400347481,0.831902966314731,0.827426946821629,0.532177764183346,0.511096410167357,0.604433119645715,0.58360526805659,0.559961957432546,0.502845929791932
2019_NYH2,47270,PHW65_MoG_0115/PHT69,2019_NYH2_plot_14,1,1,14,16,2,126,19,217.2906,0.851592712120181,0.799995865359569,0.8900950242239,0.889446992172791,0.843417295123177,0.803194423196987,0.525308175435149,0.501471380708043,0.613938410995363,0.598859669266973,0.562097368862075,0.502803975318953
2019_NYH2,47277,PHW65_MoG_0124/PHT69,2019_NYH2_plot_140,1,1,140,42,4,145,19.3,158.6713716,0.847300719442798,0.789555430236383,0.853379909758177,0.853324123802408,0.812758671093571,0.780820223197132,0.532547235338724,0.489219279986067,0.585469264411314,0.583703045880066,0.545899726450751,0.483914547067946
2019_NYH2,47288,PHW65_MoG_0139/PHT69,2019_NYH2_plot_141,1,1,141,43,4,135,19.4,171.5325976,0.856775239021228,0.837771014228333,0.90424108844669,0.899001708021826,0.867620579855874,0.843072153434897,0.547628661576444,0.532817912164161,0.631859799416409,0.627300513643685,0.606159208982738,0.535824190101813
2019_NYH2,47329,PHW65_MoG_0218/PHT69,2019_NYH2_plot_142,1,1,142,44,4,144,19.5,226.619736,0.847649225436031,0.870322040833277,0.911120675912641,0.895690359477124,0.85660348583878,0.871563375103319,0.542390529384052,0.545865986407062,0.631515189320691,0.616138291855204,0.577699681582035,0.548136936996708
2019_NYH2,47246,PHW65_MoG_0059/PHT69,2019_NYH2_plot_143,1,1,143,45,4,134,20.6,170.2316944,0.837712312094158,0.819161853256098,0.885191330685685,0.879050868740572,0.827005865594101,0.813314839540779,0.560550956814315,0.517039542322869,0.615294949368931,0.60075001411109,0.565976202446791,0.514228056935449
2019_NYH2,47318,PHW65_MoG_0195/PHT69,2019_NYH2_plot_144,1,1,144,46,4,135,20.1,169.370422,0.843131519751222,0.794941574543253,0.869219722289028,0.867947699888327,0.832684263448969,0.791576478328537,0.535348665302975,0.496115474245528,0.596685768625792,0.590614109690525,0.566530417295123,0.493858899826672
2019_NYH2,47393,PHW65_MoG_0436/PHT69,2019_NYH2_plot_145,1,1,145,47,4,143,19.9,191.1134736,0.852250977850223,0.846544508117641,0.905507662237748,0.902838996713082,0.860702530584883,0.850045059614146,0.537141658802558,0.525903058248536,0.627863791681395,0.624527471779753,0.585039718451483,0.528747204507067
2019_NYH2,47266,PHW65_MoG_0106/PHT69,2019_NYH2_plot_146,1,1,146,48,4,145,20,161.08224,0.840292875031065,0.838243907951878,0.906772295344437,0.889973201518006,0.85318200100553,0.84490713619524,0.547398089557565,0.543319730366315,0.641594410829019,0.617665070661222,0.590863415451651,0.547358150725991
2019_NYH2,47305,PHW65_MoG_0172/PHT69,2019_NYH2_plot_147,1,1,147,49,4,148,19.4,169.6671912,0.838873743842678,0.835808329095327,0.903611059128494,0.898598246822685,0.852929110105581,0.834786160340352,0.529534242036106,0.523430593858405,0.621726238745763,0.61140145162525,0.562466063348416,0.521281130526368
2019_NYH2,42127,B14A/MO17,2019_NYH2_plot_148,1,1,148,50,4,162,21.8,159.6790824,0.84465149030189,0.821832488811117,0.896720797898516,0.888275390034598,0.880095721355635,0.817001917094946,0.540210438537486,0.504383913441311,0.603032596566375,0.601145396252598,0.599728037753973,0.502249520037157
2019_NYH2,47396,PHW65_MoG_0442/PHT69,2019_NYH2_plot_149,1,1,149,51,4,130,19.9,179.5691412,0.857724142971076,0.838543662213229,0.906434678763653,0.892394934234587,0.865178314060667,0.843032346168412,0.548065492928657,0.527929082249,0.631017186234426,0.614858320787994,0.593598793363499,0.530820499636482
2019_NYH2,47325,PHW65_MoG_0209/PHT69,2019_NYH2_plot_15,1,1,15,17,2,142,21.6,129.4060992,0.850414651398421,0.760909124426984,0.851708148795043,0.881854575163399,0.825213842802078,0.752745180971021,0.531370000063724,0.470853423896197,0.576241171618877,0.592969928355958,0.546322775263952,0.463958113909599
2019_NYH2,47233,PHW65_MoG_0036/PHT69,2019_NYH2_plot_150,1,1,150,52,4,136,20.4,177.3596256,0.840100173966239,0.852502743660554,0.90601140845168,0.89629509175465,0.860070760806055,0.853030328161153,0.523298348913826,0.545087396300689,0.627557856652735,0.615995475113122,0.580596320302203,0.542832342298262
2019_NYH2,46858,Mo44_PHW65_0027/PHT69,2019_NYH2_plot_151,1,1,151,52,5,133,20.6,175.5775376,0.845766413979185,0.811375360575101,0.885693274835562,0.875052597639079,0.848801575330987,0.812447234638956,0.559060219230953,0.513297968375514,0.615264175659659,0.60380589634805,0.583910340204458,0.511835474356104
2019_NYH2,46896,Mo44_PHW65_0128/PHT69,2019_NYH2_plot_152,1,1,152,51,5,144,20.8,165.5536608,0.848957540767363,0.785972129767068,0.880052675718573,0.889742649995536,0.862100941761156,0.784134869230365,0.559402142397421,0.500127484746622,0.605109821942209,0.61809500539572,0.592725845183654,0.498255805917461
2019_NYH2,46945,Mo44_PHW65_0230/PHT69,2019_NYH2_plot_153,1,1,153,50,5,135,20.2,183.849624,0.845109160176792,0.817401323360581,0.893147206718582,0.89468595672032,0.857896597955421,0.815996715900515,0.551189656870689,0.510244398595876,0.606379943772236,0.604467764470826,0.568401709401709,0.509997152674689
2019_NYH2,46862,Mo44_PHW65_0034/PHT69,2019_NYH2_plot_154,1,1,154,49,5,135,20.5,179.478564,0.842870889012088,0.802002526655664,0.87799080379489,0.878907899698341,0.858873805932629,0.799243247277764,0.561966901807847,0.507929800991312,0.598615433601413,0.585945827048768,0.575643707055472,0.505487044669835
2019_NYH2,46944,Mo44_PHW65_0225/PHT69,2019_NYH2_plot_155,1,1,155,48,5,130,22.3,119.749686,0.848027936556488,0.775095302466115,0.896953125541486,0.897076568708638,0.879683359830418,0.776833686326401,0.577817583972165,0.480256701580957,0.602098434283576,0.601609360176106,0.592228370904842,0.480988899494612
2019_NYH2,46910,Mo44_PHW65_0159/PHT69,2019_NYH2_plot_156,1,1,156,47,5,127,19.5,201.891424,0.858975192286859,0.803327498840931,0.894471128854511,0.895083238183843,0.86770873135579,0.809212617797718,0.569129424865154,0.511832173583297,0.626579474490397,0.622297402066506,0.596458019105078,0.513661218047067
2019_NYH2,46900,Mo44_PHW65_0139/PHT69,2019_NYH2_plot_157,1,1,157,46,5,134,20.3,191.9198316,0.84561932632395,0.825843432192586,0.890721865274919,0.888489234301315,0.849720630132395,0.824523073010397,0.557080461742305,0.517322489549696,0.606551611807678,0.605874596674113,0.572309033014915,0.516569774674285
2019_NYH2,46942,Mo44_PHW65_0223/PHT69,2019_NYH2_plot_158,1,1,158,45,5,123,19.9,143.9249616,0.833865172978519,0.747004917856047,0.825534979253227,0.825687543169676,0.781320429026311,0.741534321327572,0.556237103876325,0.476990708873427,0.57338359000727,0.577649188919117,0.533243338360985,0.473195749468545
2019_NYH2,46903,Mo44_PHW65_0145/PHT69,2019_NYH2_plot_159,1,1,159,44,5,136,20.2,185.8644144,0.846278460685542,0.794259736885026,0.885013203584721,0.885812284612571,0.855681079269315,0.793533392491354,0.556965722915751,0.507172771829724,0.620440258111021,0.615688903425245,0.589472431707726,0.505715383573421
2019_NYH2,47240,PHW65_MoG_0051/PHT69,2019_NYH2_plot_16,1,1,16,18,2,146,20.1,149.617544,0.856846304332588,0.757875618878596,0.847725448609985,0.868404843699379,0.81750812803754,0.746067650237876,0.536264122808695,0.47707695795081,0.58560594403898,0.589709961037927,0.552054298642534,0.467643326892296
2019_NYH2,46975,Mo44_PHW65_0333/PHT69,2019_NYH2_plot_160,1,1,160,43,5,123,19.4,182.8946184,0.847580085007679,0.826533090216476,0.896694044178294,0.881408371040724,0.847118127336131,0.82856088438477,0.537262931171819,0.522504434401862,0.618207084884148,0.596049522373052,0.569011839879722,0.52273326643501
2019_NYH2,46986,Mo44_PHW65_0396/PHT69,2019_NYH2_plot_161,1,1,161,42,5,134,20.5,156.228312,0.850921037998735,0.801661298525174,0.872924403412832,0.873807728856754,0.849186190715603,0.800063857489986,0.535600738431817,0.505163201148879,0.59895951593787,0.602116276929953,0.575984749455338,0.503419969425808
2019_NYH2,46861,Mo44_PHW65_0033/PHT69,2019_NYH2_plot_162,1,1,162,41,5,133,19.7,176.131626,0.858719733557049,0.777818782948115,0.855816300362492,0.861187935514489,0.824857214680744,0.772828638010964,0.545676348401367,0.476777021255422,0.584248435323228,0.586634276683754,0.554942684766214,0.475720331837796
2019_NYH2,46878,Mo44_PHW65_0080/PHT69,2019_NYH2_plot_163,1,1,163,40,5,141,19.8,219.7005216,0.86164484123191,0.833447917444152,0.905768736368085,0.902020476158443,0.872055304172951,0.836915973994584,0.548351399058161,0.521188108684895,0.632197444041764,0.628811676095968,0.602810625104743,0.523333456232274
2019_NYH2,46977,Mo44_PHW65_0339/PHT69,2019_NYH2_plot_164,1,1,164,39,5,138,19.3,180.5746428,0.85522491349481,0.833947740901379,0.891404847552312,0.882842549912369,0.859649740237976,0.830672328144567,0.54284450731869,0.532025408743662,0.619602991426334,0.605721186149993,0.589351935646053,0.529787307563657
2019_NYH2,46940,Mo44_PHW65_0218/PHT69,2019_NYH2_plot_165,1,1,165,38,5,146,20.2,153.9635664,0.860705323127468,0.754492769202993,0.856432883510421,0.873683705904776,0.845570303335009,0.755688707176089,0.54131437050594,0.47056411655827,0.570459872885174,0.583421286019041,0.561865258924082,0.469997622621585
2019_NYH2,46919,Mo44_PHW65_0174/PHT69,2019_NYH2_plot_166,1,1,166,37,5,125,20.7,147.8266192,0.853529475488603,0.72356532556612,0.842735990851728,0.847919162872434,0.82355002513826,0.713532811968718,0.542672835139906,0.436444178618589,0.55256812415904,0.561536268793003,0.54389827383945,0.430262506807319
2019_NYH2,46958,Mo44_PHW65_0263/PHT69,2019_NYH2_plot_167,1,1,167,36,5,133,21.2,182.9550032,0.857717675275172,0.742889427024158,0.868915919849736,0.876754897708127,0.851638846991788,0.746967598543717,0.562131644383309,0.449848373016202,0.572578961595243,0.587720799901648,0.568650745768393,0.451438452160788
2019_NYH2,46969,Mo44_PHW65_0317/PHT69,2019_NYH2_plot_168,1,1,168,35,5,132,18.5,188.537862,0.850844915151631,0.790944172706687,0.887758436237882,0.894156611362494,0.854789868236965,0.789337181369093,0.560600661454052,0.500895011831963,0.605858855596376,0.61440579436903,0.57593718808077,0.499041999430535
2019_NYH2,46872,Mo44_PHW65_0063/PHT69,2019_NYH2_plot_169,1,1,169,34,5,106,20.3,154.5252292,0.850892695435004,0.767286311445925,0.864881652908601,0.873728706751442,0.847212837271661,0.758060418584465,0.574446192024047,0.469141386785965,0.583065588200639,0.588183952945507,0.571817496229261,0.463842562261053
2019_NYH2,47247,PHW65_MoG_0060/PHT69,2019_NYH2_plot_17,1,1,17,19,2,150,22,163.29144,0.853053847693671,0.774118529115449,0.868042505314546,0.884827767675486,0.842055471761354,0.766819924005309,0.531430314469006,0.470196547023955,0.580972817718657,0.597462210381397,0.557066197419139,0.464717459346148
